# index  number of sampling vertical levels i j
1430 18 2025 2008
# k value
1 0.638076
2 0.615902
3 0.563917
4 0.492359
5 0.423013
6 0.38921
9 0.393863
20 0.394142
30 0.391283
40 0.392984
50 0.392392
55 0.39576
60 0.390976
61 0.388441
62 0.399632
63 0.424621
64 0.492359
65 0.563917
# now the complete profile with fillled values
1 0.638076
2 0.615902
3 0.563917
4 0.492359
5 0.423013
6 0.38921
7 0.390761
8 0.392312
9 0.393863
10 0.393888
11 0.393914
12 0.393939
13 0.393965
14 0.39399
15 0.394015
16 0.394041
17 0.394066
18 0.394092
19 0.394117
20 0.394142
21 0.393857
22 0.393571
23 0.393285
24 0.392999
25 0.392713
26 0.392427
27 0.392141
28 0.391855
29 0.391569
30 0.391283
31 0.391453
32 0.391623
33 0.391794
34 0.391964
35 0.392134
36 0.392304
37 0.392474
38 0.392644
39 0.392814
40 0.392984
41 0.392925
42 0.392866
43 0.392806
44 0.392747
45 0.392688
46 0.392629
47 0.39257
48 0.39251
49 0.392451
50 0.392392
51 0.393066
52 0.393739
53 0.394413
54 0.395086
55 0.39576
56 0.394803
57 0.393846
58 0.39289
59 0.391933
60 0.390976
61 0.388441
62 0.399632
63 0.424621
64 0.492359
65 0.563917
