# index  number of sampling vertical levels i j
1904 18 1110 2700
# k value
1 1.06602
2 1.02897
3 0.94212
4 0.82257
5 0.706716
6 0.650242
9 0.658016
20 0.658483
30 0.653706
40 0.656547
50 0.655558
55 0.661185
60 0.653193
61 0.648958
62 0.667654
63 0.709403
64 0.82257
65 0.94212
# now the complete profile with fillled values
1 1.06602
2 1.02897
3 0.94212
4 0.82257
5 0.706716
6 0.650242
7 0.652833
8 0.655424
9 0.658016
10 0.658058
11 0.658101
12 0.658143
13 0.658186
14 0.658228
15 0.658271
16 0.658313
17 0.658355
18 0.658398
19 0.65844
20 0.658483
21 0.658005
22 0.657527
23 0.65705
24 0.656572
25 0.656094
26 0.655617
27 0.655139
28 0.654661
29 0.654184
30 0.653706
31 0.65399
32 0.654274
33 0.654559
34 0.654843
35 0.655127
36 0.655411
37 0.655695
38 0.655979
39 0.656263
40 0.656547
41 0.656449
42 0.65635
43 0.656251
44 0.656152
45 0.656053
46 0.655954
47 0.655855
48 0.655756
49 0.655657
50 0.655558
51 0.656684
52 0.657809
53 0.658934
54 0.66006
55 0.661185
56 0.659587
57 0.657988
58 0.65639
59 0.654791
60 0.653193
61 0.648958
62 0.667654
63 0.709403
64 0.82257
65 0.94212
