# index  number of sampling vertical levels i j
1700 18 2604 2394
# k value
1 0.612391
2 0.59111
3 0.541217
4 0.47254
5 0.405985
6 0.373542
9 0.378009
20 0.378277
30 0.375533
40 0.377165
50 0.376597
55 0.379829
60 0.375238
61 0.372805
62 0.383545
63 0.407529
64 0.47254
65 0.541217
# now the complete profile with fillled values
1 0.612391
2 0.59111
3 0.541217
4 0.47254
5 0.405985
6 0.373542
7 0.375031
8 0.37652
9 0.378009
10 0.378033
11 0.378057
12 0.378082
13 0.378106
14 0.37813
15 0.378155
16 0.378179
17 0.378204
18 0.378228
19 0.378252
20 0.378277
21 0.378002
22 0.377728
23 0.377454
24 0.377179
25 0.376905
26 0.37663
27 0.376356
28 0.376082
29 0.375807
30 0.375533
31 0.375696
32 0.375859
33 0.376022
34 0.376186
35 0.376349
36 0.376512
37 0.376675
38 0.376839
39 0.377002
40 0.377165
41 0.377108
42 0.377051
43 0.376995
44 0.376938
45 0.376881
46 0.376824
47 0.376767
48 0.37671
49 0.376654
50 0.376597
51 0.377243
52 0.37789
53 0.378536
54 0.379183
55 0.379829
56 0.378911
57 0.377993
58 0.377074
59 0.376156
60 0.375238
61 0.372805
62 0.383545
63 0.407529
64 0.47254
65 0.541217
