# index  number of sampling vertical levels i j
1398 18 3237 1984
# k value
1 0.645576
2 0.623142
3 0.570545
4 0.498146
5 0.427985
6 0.393784
9 0.398493
20 0.398775
30 0.395883
40 0.397603
50 0.397004
55 0.400412
60 0.395572
61 0.393007
62 0.404329
63 0.429612
64 0.498146
65 0.570545
# now the complete profile with fillled values
1 0.645576
2 0.623142
3 0.570545
4 0.498146
5 0.427985
6 0.393784
7 0.395354
8 0.396923
9 0.398493
10 0.398518
11 0.398544
12 0.39857
13 0.398595
14 0.398621
15 0.398647
16 0.398673
17 0.398698
18 0.398724
19 0.39875
20 0.398775
21 0.398486
22 0.398197
23 0.397908
24 0.397618
25 0.397329
26 0.39704
27 0.39675
28 0.396461
29 0.396172
30 0.395883
31 0.396055
32 0.396227
33 0.396399
34 0.396571
35 0.396743
36 0.396915
37 0.397087
38 0.397259
39 0.397431
40 0.397603
41 0.397543
42 0.397484
43 0.397424
44 0.397364
45 0.397304
46 0.397244
47 0.397184
48 0.397124
49 0.397064
50 0.397004
51 0.397686
52 0.398367
53 0.399049
54 0.39973
55 0.400412
56 0.399444
57 0.398476
58 0.397508
59 0.39654
60 0.395572
61 0.393007
62 0.404329
63 0.429612
64 0.498146
65 0.570545
