# index  number of sampling vertical levels i j
195 18 1733 258
# k value
1 0.604081
2 0.583089
3 0.533873
4 0.466128
5 0.400477
6 0.368474
9 0.372879
20 0.373144
30 0.370437
40 0.372047
50 0.371487
55 0.374675
60 0.370146
61 0.367747
62 0.378341
63 0.401999
64 0.466128
65 0.533873
# now the complete profile with fillled values
1 0.604081
2 0.583089
3 0.533873
4 0.466128
5 0.400477
6 0.368474
7 0.369942
8 0.371411
9 0.372879
10 0.372903
11 0.372927
12 0.372952
13 0.372976
14 0.373
15 0.373024
16 0.373048
17 0.373072
18 0.373096
19 0.37312
20 0.373144
21 0.372873
22 0.372603
23 0.372332
24 0.372061
25 0.371791
26 0.37152
27 0.371249
28 0.370979
29 0.370708
30 0.370437
31 0.370598
32 0.370759
33 0.37092
34 0.371081
35 0.371242
36 0.371403
37 0.371564
38 0.371725
39 0.371886
40 0.372047
41 0.371991
42 0.371935
43 0.371879
44 0.371823
45 0.371767
46 0.371711
47 0.371655
48 0.371599
49 0.371543
50 0.371487
51 0.372124
52 0.372762
53 0.3734
54 0.374038
55 0.374675
56 0.37377
57 0.372864
58 0.371958
59 0.371052
60 0.370146
61 0.367747
62 0.378341
63 0.401999
64 0.466128
65 0.533873
