# index  number of sampling vertical levels i j
67 18 2113 78
# k value
1 0.589235
2 0.568759
3 0.520752
4 0.454672
5 0.390634
6 0.359418
9 0.363715
20 0.363973
30 0.361333
40 0.362903
50 0.362357
55 0.365467
60 0.361049
61 0.358709
62 0.369043
63 0.392119
64 0.454672
65 0.520752
# now the complete profile with fillled values
1 0.589235
2 0.568759
3 0.520752
4 0.454672
5 0.390634
6 0.359418
7 0.36085
8 0.362283
9 0.363715
10 0.363739
11 0.363762
12 0.363786
13 0.363809
14 0.363832
15 0.363856
16 0.363879
17 0.363903
18 0.363926
19 0.36395
20 0.363973
21 0.363709
22 0.363445
23 0.363181
24 0.362917
25 0.362653
26 0.362389
27 0.362125
28 0.361861
29 0.361597
30 0.361333
31 0.36149
32 0.361647
33 0.361804
34 0.361961
35 0.362118
36 0.362275
37 0.362432
38 0.362589
39 0.362746
40 0.362903
41 0.362849
42 0.362794
43 0.362739
44 0.362685
45 0.36263
46 0.362575
47 0.362521
48 0.362466
49 0.362411
50 0.362357
51 0.362979
52 0.363601
53 0.364223
54 0.364845
55 0.365467
56 0.364583
57 0.3637
58 0.362816
59 0.361933
60 0.361049
61 0.358709
62 0.369043
63 0.392119
64 0.454672
65 0.520752
