# index  number of sampling vertical levels i j
1323 18 132 1963
# k value
1 0.646965
2 0.624483
3 0.571773
4 0.499218
5 0.428907
6 0.394632
9 0.39935
20 0.399634
30 0.396735
40 0.398459
50 0.397859
55 0.401274
60 0.396423
61 0.393853
62 0.4052
63 0.430537
64 0.499218
65 0.571773
# now the complete profile with fillled values
1 0.646965
2 0.624483
3 0.571773
4 0.499218
5 0.428907
6 0.394632
7 0.396205
8 0.397778
9 0.39935
10 0.399376
11 0.399402
12 0.399428
13 0.399453
14 0.399479
15 0.399505
16 0.399531
17 0.399556
18 0.399582
19 0.399608
20 0.399634
21 0.399344
22 0.399054
23 0.398764
24 0.398474
25 0.398184
26 0.397894
27 0.397604
28 0.397314
29 0.397025
30 0.396735
31 0.396907
32 0.39708
33 0.397252
34 0.397424
35 0.397597
36 0.397769
37 0.397942
38 0.398114
39 0.398287
40 0.398459
41 0.398399
42 0.398339
43 0.398279
44 0.398219
45 0.398159
46 0.398099
47 0.398039
48 0.397979
49 0.397919
50 0.397859
51 0.398542
52 0.399225
53 0.399908
54 0.400591
55 0.401274
56 0.400304
57 0.399333
58 0.398363
59 0.397393
60 0.396423
61 0.393853
62 0.4052
63 0.430537
64 0.499218
65 0.571773
