# index  number of sampling vertical levels i j
1146 18 11 1681
# k value
1 2.95691
2 2.85416
3 2.61325
4 2.28164
5 1.96029
6 1.80364
9 1.8252
20 1.8265
30 1.81325
40 1.82113
50 1.81839
55 1.83399
60 1.81183
61 1.80008
62 1.85194
63 1.96774
64 2.28164
65 2.61325
# now the complete profile with fillled values
1 2.95691
2 2.85416
3 2.61325
4 2.28164
5 1.96029
6 1.80364
7 1.81083
8 1.81802
9 1.8252
10 1.82532
11 1.82544
12 1.82556
13 1.82567
14 1.82579
15 1.82591
16 1.82603
17 1.82615
18 1.82626
19 1.82638
20 1.8265
21 1.82517
22 1.82385
23 1.82252
24 1.8212
25 1.81987
26 1.81855
27 1.81722
28 1.8159
29 1.81457
30 1.81325
31 1.81404
32 1.81483
33 1.81561
34 1.8164
35 1.81719
36 1.81798
37 1.81877
38 1.81955
39 1.82034
40 1.82113
41 1.82086
42 1.82058
43 1.82031
44 1.82003
45 1.81976
46 1.81948
47 1.81921
48 1.81894
49 1.81866
50 1.81839
51 1.82151
52 1.82463
53 1.82775
54 1.83087
55 1.83399
56 1.82956
57 1.82513
58 1.82069
59 1.81626
60 1.81183
61 1.80008
62 1.85194
63 1.96774
64 2.28164
65 2.61325
