# index  number of sampling vertical levels i j
1237 18 304 1806
# k value
1 0.653656
2 0.630942
3 0.577687
4 0.504381
5 0.433342
6 0.398713
9 0.40348
20 0.403767
30 0.400838
40 0.40258
50 0.401973
55 0.405424
60 0.400523
61 0.397926
62 0.40939
63 0.43499
64 0.504381
65 0.577687
# now the complete profile with fillled values
1 0.653656
2 0.630942
3 0.577687
4 0.504381
5 0.433342
6 0.398713
7 0.400302
8 0.401891
9 0.40348
10 0.403506
11 0.403532
12 0.403558
13 0.403584
14 0.403611
15 0.403637
16 0.403663
17 0.403689
18 0.403715
19 0.403741
20 0.403767
21 0.403474
22 0.403181
23 0.402888
24 0.402595
25 0.402302
26 0.402009
27 0.401716
28 0.401424
29 0.401131
30 0.400838
31 0.401012
32 0.401186
33 0.40136
34 0.401535
35 0.401709
36 0.401883
37 0.402057
38 0.402232
39 0.402406
40 0.40258
41 0.402519
42 0.402459
43 0.402398
44 0.402337
45 0.402277
46 0.402216
47 0.402155
48 0.402095
49 0.402034
50 0.401973
51 0.402664
52 0.403354
53 0.404044
54 0.404734
55 0.405424
56 0.404444
57 0.403463
58 0.402483
59 0.401503
60 0.400523
61 0.397926
62 0.40939
63 0.43499
64 0.504381
65 0.577687
