# index  number of sampling vertical levels i j
500 18 1414 683
# k value
1 0.639659
2 0.617431
3 0.565316
4 0.493581
5 0.424063
6 0.390175
9 0.39484
20 0.395121
30 0.392254
40 0.393959
50 0.393366
55 0.396742
60 0.391946
61 0.389405
62 0.400624
63 0.425675
64 0.493581
65 0.565316
# now the complete profile with fillled values
1 0.639659
2 0.617431
3 0.565316
4 0.493581
5 0.424063
6 0.390175
7 0.39173
8 0.393285
9 0.39484
10 0.394866
11 0.394891
12 0.394917
13 0.394942
14 0.394968
15 0.394993
16 0.395019
17 0.395044
18 0.39507
19 0.395095
20 0.395121
21 0.394834
22 0.394547
23 0.394261
24 0.393974
25 0.393687
26 0.393401
27 0.393114
28 0.392828
29 0.392541
30 0.392254
31 0.392425
32 0.392595
33 0.392766
34 0.392936
35 0.393107
36 0.393277
37 0.393448
38 0.393618
39 0.393789
40 0.393959
41 0.3939
42 0.393841
43 0.393781
44 0.393722
45 0.393662
46 0.393603
47 0.393544
48 0.393484
49 0.393425
50 0.393366
51 0.394041
52 0.394716
53 0.395392
54 0.396067
55 0.396742
56 0.395783
57 0.394824
58 0.393865
59 0.392905
60 0.391946
61 0.389405
62 0.400624
63 0.425675
64 0.493581
65 0.565316
