# index  number of sampling vertical levels i j
560 18 3040 726
# k value
1 0.649654
2 0.627078
3 0.57415
4 0.501293
5 0.430689
6 0.396272
9 0.40101
20 0.401295
30 0.398384
40 0.400115
50 0.399512
55 0.402941
60 0.398071
61 0.39549
62 0.406884
63 0.432326
64 0.501293
65 0.57415
# now the complete profile with fillled values
1 0.649654
2 0.627078
3 0.57415
4 0.501293
5 0.430689
6 0.396272
7 0.397851
8 0.399431
9 0.40101
10 0.401036
11 0.401062
12 0.401088
13 0.401113
14 0.401139
15 0.401165
16 0.401191
17 0.401217
18 0.401243
19 0.401269
20 0.401295
21 0.401003
22 0.400712
23 0.400421
24 0.40013
25 0.399839
26 0.399548
27 0.399257
28 0.398966
29 0.398675
30 0.398384
31 0.398557
32 0.39873
33 0.398903
34 0.399076
35 0.399249
36 0.399422
37 0.399596
38 0.399769
39 0.399942
40 0.400115
41 0.400055
42 0.399995
43 0.399934
44 0.399874
45 0.399814
46 0.399753
47 0.399693
48 0.399633
49 0.399573
50 0.399512
51 0.400198
52 0.400884
53 0.40157
54 0.402256
55 0.402941
56 0.401967
57 0.400993
58 0.400019
59 0.399045
60 0.398071
61 0.39549
62 0.406884
63 0.432326
64 0.501293
65 0.57415
