# index  number of sampling vertical levels i j
600 18 2642 807
# k value
1 0.649043
2 0.626489
3 0.57361
4 0.500822
5 0.430284
6 0.395899
9 0.400633
20 0.400917
30 0.398009
40 0.399739
50 0.399137
55 0.402562
60 0.397696
61 0.395118
62 0.406501
63 0.43192
64 0.500822
65 0.57361
# now the complete profile with fillled values
1 0.649043
2 0.626489
3 0.57361
4 0.500822
5 0.430284
6 0.395899
7 0.397477
8 0.399055
9 0.400633
10 0.400659
11 0.400685
12 0.40071
13 0.400736
14 0.400762
15 0.400788
16 0.400814
17 0.40084
18 0.400865
19 0.400891
20 0.400917
21 0.400626
22 0.400336
23 0.400045
24 0.399754
25 0.399463
26 0.399172
27 0.398881
28 0.398591
29 0.3983
30 0.398009
31 0.398182
32 0.398355
33 0.398528
34 0.398701
35 0.398874
36 0.399047
37 0.39922
38 0.399393
39 0.399566
40 0.399739
41 0.399679
42 0.399618
43 0.399558
44 0.399498
45 0.399438
46 0.399377
47 0.399317
48 0.399257
49 0.399197
50 0.399137
51 0.399822
52 0.400507
53 0.401192
54 0.401877
55 0.402562
56 0.401589
57 0.400616
58 0.399643
59 0.39867
60 0.397696
61 0.395118
62 0.406501
63 0.43192
64 0.500822
65 0.57361
