# index  number of sampling vertical levels i j
1713 18 3792 2534
# k value
1 0.608989
2 0.587827
3 0.538211
4 0.469915
5 0.40373
6 0.371468
9 0.375909
20 0.376176
30 0.373447
40 0.37507
50 0.374505
55 0.377719
60 0.373154
61 0.370735
62 0.381415
63 0.405265
64 0.469915
65 0.538211
# now the complete profile with fillled values
1 0.608989
2 0.587827
3 0.538211
4 0.469915
5 0.40373
6 0.371468
7 0.372948
8 0.374428
9 0.375909
10 0.375933
11 0.375957
12 0.375982
13 0.376006
14 0.37603
15 0.376054
16 0.376079
17 0.376103
18 0.376127
19 0.376151
20 0.376176
21 0.375903
22 0.37563
23 0.375357
24 0.375084
25 0.374811
26 0.374538
27 0.374266
28 0.373993
29 0.37372
30 0.373447
31 0.373609
32 0.373771
33 0.373934
34 0.374096
35 0.374258
36 0.374421
37 0.374583
38 0.374745
39 0.374908
40 0.37507
41 0.375014
42 0.374957
43 0.374901
44 0.374844
45 0.374788
46 0.374731
47 0.374674
48 0.374618
49 0.374561
50 0.374505
51 0.375148
52 0.375791
53 0.376434
54 0.377077
55 0.377719
56 0.376806
57 0.375893
58 0.37498
59 0.374067
60 0.373154
61 0.370735
62 0.381415
63 0.405265
64 0.469915
65 0.538211
