# index  number of sampling vertical levels i j
990 18 2026 1381
# k value
1 0.666255
2 0.643103
3 0.588821
4 0.514103
5 0.441695
6 0.406398
9 0.411257
20 0.411549
30 0.408564
40 0.41034
50 0.409721
55 0.413238
60 0.408243
61 0.405596
62 0.417281
63 0.443374
64 0.514103
65 0.588821
# now the complete profile with fillled values
1 0.666255
2 0.643103
3 0.588821
4 0.514103
5 0.441695
6 0.406398
7 0.408018
8 0.409638
9 0.411257
10 0.411284
11 0.41131
12 0.411337
13 0.411363
14 0.41139
15 0.411417
16 0.411443
17 0.41147
18 0.411496
19 0.411523
20 0.411549
21 0.411251
22 0.410952
23 0.410654
24 0.410355
25 0.410056
26 0.409758
27 0.409459
28 0.409161
29 0.408862
30 0.408564
31 0.408741
32 0.408919
33 0.409097
34 0.409274
35 0.409452
36 0.409629
37 0.409807
38 0.409984
39 0.410162
40 0.41034
41 0.410278
42 0.410216
43 0.410154
44 0.410092
45 0.41003
46 0.409969
47 0.409907
48 0.409845
49 0.409783
50 0.409721
51 0.410425
52 0.411128
53 0.411831
54 0.412535
55 0.413238
56 0.412239
57 0.41124
58 0.410241
59 0.409242
60 0.408243
61 0.405596
62 0.417281
63 0.443374
64 0.514103
65 0.588821
