# index  number of sampling vertical levels i j
206 18 2787 231
# k value
1 0.604885
2 0.583865
3 0.534583
4 0.466748
5 0.401009
6 0.368964
9 0.373375
20 0.37364
30 0.37093
40 0.372542
50 0.371981
55 0.375174
60 0.370639
61 0.368236
62 0.378844
63 0.402533
64 0.466748
65 0.534583
# now the complete profile with fillled values
1 0.604885
2 0.583865
3 0.534583
4 0.466748
5 0.401009
6 0.368964
7 0.370434
8 0.371905
9 0.373375
10 0.373399
11 0.373424
12 0.373448
13 0.373472
14 0.373496
15 0.37352
16 0.373544
17 0.373568
18 0.373592
19 0.373616
20 0.37364
21 0.373369
22 0.373098
23 0.372827
24 0.372556
25 0.372285
26 0.372014
27 0.371743
28 0.371472
29 0.371201
30 0.37093
31 0.371091
32 0.371252
33 0.371414
34 0.371575
35 0.371736
36 0.371897
37 0.372058
38 0.37222
39 0.372381
40 0.372542
41 0.372486
42 0.37243
43 0.372374
44 0.372318
45 0.372261
46 0.372205
47 0.372149
48 0.372093
49 0.372037
50 0.371981
51 0.372619
52 0.373258
53 0.373897
54 0.374535
55 0.375174
56 0.374267
57 0.37336
58 0.372453
59 0.371546
60 0.370639
61 0.368236
62 0.378844
63 0.402533
64 0.466748
65 0.534583
