# index  number of sampling vertical levels i j
1419 18 913 2037
# k value
1 0.642006
2 0.619696
3 0.567391
4 0.495392
5 0.425619
6 0.391607
9 0.396289
20 0.39657
30 0.393694
40 0.395405
50 0.394809
55 0.398198
60 0.393385
61 0.390834
62 0.402094
63 0.427237
64 0.495392
65 0.567391
# now the complete profile with fillled values
1 0.642006
2 0.619696
3 0.567391
4 0.495392
5 0.425619
6 0.391607
7 0.393168
8 0.394729
9 0.396289
10 0.396315
11 0.39634
12 0.396366
13 0.396391
14 0.396417
15 0.396443
16 0.396468
17 0.396494
18 0.396519
19 0.396545
20 0.39657
21 0.396283
22 0.395995
23 0.395707
24 0.39542
25 0.395132
26 0.394844
27 0.394557
28 0.394269
29 0.393981
30 0.393694
31 0.393865
32 0.394036
33 0.394207
34 0.394378
35 0.394549
36 0.39472
37 0.394892
38 0.395063
39 0.395234
40 0.395405
41 0.395345
42 0.395286
43 0.395226
44 0.395167
45 0.395107
46 0.395047
47 0.394988
48 0.394928
49 0.394869
50 0.394809
51 0.395487
52 0.396165
53 0.396842
54 0.39752
55 0.398198
56 0.397235
57 0.396273
58 0.39531
59 0.394347
60 0.393385
61 0.390834
62 0.402094
63 0.427237
64 0.495392
65 0.567391
