# index  number of sampling vertical levels i j
1769 18 803 2566
# k value
1 0.599452
2 0.578621
3 0.529782
4 0.462556
5 0.397408
6 0.36565
9 0.370022
20 0.370284
30 0.367598
40 0.369196
50 0.36864
55 0.371804
60 0.36731
61 0.364928
62 0.375442
63 0.398918
64 0.462556
65 0.529782
# now the complete profile with fillled values
1 0.599452
2 0.578621
3 0.529782
4 0.462556
5 0.397408
6 0.36565
7 0.367107
8 0.368565
9 0.370022
10 0.370046
11 0.37007
12 0.370093
13 0.370117
14 0.370141
15 0.370165
16 0.370189
17 0.370213
18 0.370237
19 0.370261
20 0.370284
21 0.370016
22 0.369747
23 0.369479
24 0.36921
25 0.368941
26 0.368673
27 0.368404
28 0.368136
29 0.367867
30 0.367598
31 0.367758
32 0.367918
33 0.368078
34 0.368237
35 0.368397
36 0.368557
37 0.368717
38 0.368877
39 0.369036
40 0.369196
41 0.36914
42 0.369085
43 0.369029
44 0.368974
45 0.368918
46 0.368862
47 0.368807
48 0.368751
49 0.368695
50 0.36864
51 0.369273
52 0.369906
53 0.370538
54 0.371171
55 0.371804
56 0.370905
57 0.370006
58 0.369107
59 0.368209
60 0.36731
61 0.364928
62 0.375442
63 0.398918
64 0.462556
65 0.529782
