# index  number of sampling vertical levels i j
1416 18 621 2058
# k value
1 0.639511
2 0.617288
3 0.565185
4 0.493467
5 0.423965
6 0.390085
9 0.394749
20 0.395029
30 0.392164
40 0.393868
50 0.393275
55 0.39665
60 0.391856
61 0.389315
62 0.400531
63 0.425576
64 0.493467
65 0.565185
# now the complete profile with fillled values
1 0.639511
2 0.617288
3 0.565185
4 0.493467
5 0.423965
6 0.390085
7 0.39164
8 0.393194
9 0.394749
10 0.394775
11 0.3948
12 0.394825
13 0.394851
14 0.394876
15 0.394902
16 0.394927
17 0.394953
18 0.394978
19 0.395004
20 0.395029
21 0.394743
22 0.394456
23 0.394169
24 0.393883
25 0.393596
26 0.39331
27 0.393023
28 0.392737
29 0.39245
30 0.392164
31 0.392334
32 0.392505
33 0.392675
34 0.392845
35 0.393016
36 0.393186
37 0.393357
38 0.393527
39 0.393698
40 0.393868
41 0.393809
42 0.393749
43 0.39369
44 0.393631
45 0.393571
46 0.393512
47 0.393453
48 0.393393
49 0.393334
50 0.393275
51 0.39395
52 0.394625
53 0.3953
54 0.395975
55 0.39665
56 0.395691
57 0.394732
58 0.393774
59 0.392815
60 0.391856
61 0.389315
62 0.400531
63 0.425576
64 0.493467
65 0.565185
