# index  number of sampling vertical levels i j
95 18 642 45
# k value
1 1.2485
2 1.20511
3 1.10339
4 0.963377
5 0.827692
6 0.761549
9 0.770655
20 0.771202
30 0.765607
40 0.768935
50 0.767776
55 0.774366
60 0.765006
61 0.760047
62 0.781943
63 0.830838
64 0.963377
65 1.10339
# now the complete profile with fillled values
1 1.2485
2 1.20511
3 1.10339
4 0.963377
5 0.827692
6 0.761549
7 0.764585
8 0.76762
9 0.770655
10 0.770704
11 0.770754
12 0.770804
13 0.770854
14 0.770903
15 0.770953
16 0.771003
17 0.771052
18 0.771102
19 0.771152
20 0.771202
21 0.770642
22 0.770083
23 0.769523
24 0.768964
25 0.768404
26 0.767845
27 0.767286
28 0.766726
29 0.766167
30 0.765607
31 0.76594
32 0.766273
33 0.766606
34 0.766938
35 0.767271
36 0.767604
37 0.767937
38 0.768269
39 0.768602
40 0.768935
41 0.768819
42 0.768703
43 0.768587
44 0.768472
45 0.768356
46 0.76824
47 0.768124
48 0.768008
49 0.767892
50 0.767776
51 0.769094
52 0.770412
53 0.77173
54 0.773048
55 0.774366
56 0.772494
57 0.770622
58 0.76875
59 0.766878
60 0.765006
61 0.760047
62 0.781943
63 0.830838
64 0.963377
65 1.10339
