# index  number of sampling vertical levels i j
1192 18 203 1742
# k value
1 0.659606
2 0.636684
3 0.582945
4 0.508972
5 0.437287
6 0.402342
9 0.407153
20 0.407442
30 0.404486
40 0.406244
50 0.405632
55 0.409114
60 0.404168
61 0.401548
62 0.413116
63 0.438949
64 0.508972
65 0.582945
# now the complete profile with fillled values
1 0.659606
2 0.636684
3 0.582945
4 0.508972
5 0.437287
6 0.402342
7 0.403946
8 0.405549
9 0.407153
10 0.407179
11 0.407205
12 0.407232
13 0.407258
14 0.407284
15 0.40731
16 0.407337
17 0.407363
18 0.407389
19 0.407415
20 0.407442
21 0.407146
22 0.406851
23 0.406555
24 0.406259
25 0.405964
26 0.405668
27 0.405373
28 0.405077
29 0.404782
30 0.404486
31 0.404662
32 0.404838
33 0.405013
34 0.405189
35 0.405365
36 0.405541
37 0.405717
38 0.405893
39 0.406068
40 0.406244
41 0.406183
42 0.406122
43 0.406061
44 0.405999
45 0.405938
46 0.405877
47 0.405816
48 0.405754
49 0.405693
50 0.405632
51 0.406328
52 0.407025
53 0.407721
54 0.408417
55 0.409114
56 0.408125
57 0.407136
58 0.406147
59 0.405157
60 0.404168
61 0.401548
62 0.413116
63 0.438949
64 0.508972
65 0.582945
