# index  number of sampling vertical levels i j
1930 18 3454 2700
# k value
1 2.08002
2 2.00774
3 1.83827
4 1.60501
5 1.37895
6 1.26876
9 1.28393
20 1.28484
30 1.27552
40 1.28106
50 1.27913
55 1.29011
60 1.27452
61 1.26625
62 1.30273
63 1.38419
64 1.60501
65 1.83827
# now the complete profile with fillled values
1 2.08002
2 2.00774
3 1.83827
4 1.60501
5 1.37895
6 1.26876
7 1.27381
8 1.27887
9 1.28393
10 1.28401
11 1.28409
12 1.28417
13 1.28426
14 1.28434
15 1.28442
16 1.28451
17 1.28459
18 1.28467
19 1.28475
20 1.28484
21 1.28391
22 1.28297
23 1.28204
24 1.28111
25 1.28018
26 1.27925
27 1.27831
28 1.27738
29 1.27645
30 1.27552
31 1.27607
32 1.27663
33 1.27718
34 1.27773
35 1.27829
36 1.27884
37 1.2794
38 1.27995
39 1.28051
40 1.28106
41 1.28087
42 1.28068
43 1.28048
44 1.28029
45 1.2801
46 1.2799
47 1.27971
48 1.27952
49 1.27932
50 1.27913
51 1.28133
52 1.28352
53 1.28572
54 1.28791
55 1.29011
56 1.28699
57 1.28387
58 1.28075
59 1.27763
60 1.27452
61 1.26625
62 1.30273
63 1.38419
64 1.60501
65 1.83827
