# index  number of sampling vertical levels i j
1127 18 2549 1572
# k value
1 0.665287
2 0.642168
3 0.587965
4 0.513356
5 0.441053
6 0.405808
9 0.410659
20 0.410951
30 0.40797
40 0.409743
50 0.409126
55 0.412637
60 0.407649
61 0.405007
62 0.416674
63 0.442729
64 0.513356
65 0.587965
# now the complete profile with fillled values
1 0.665287
2 0.642168
3 0.587965
4 0.513356
5 0.441053
6 0.405808
7 0.407425
8 0.409042
9 0.410659
10 0.410686
11 0.410712
12 0.410739
13 0.410765
14 0.410792
15 0.410818
16 0.410845
17 0.410871
18 0.410898
19 0.410924
20 0.410951
21 0.410653
22 0.410355
23 0.410056
24 0.409758
25 0.40946
26 0.409162
27 0.408864
28 0.408566
29 0.408268
30 0.40797
31 0.408147
32 0.408324
33 0.408502
34 0.408679
35 0.408856
36 0.409034
37 0.409211
38 0.409388
39 0.409566
40 0.409743
41 0.409681
42 0.40962
43 0.409558
44 0.409496
45 0.409434
46 0.409373
47 0.409311
48 0.409249
49 0.409187
50 0.409126
51 0.409828
52 0.41053
53 0.411233
54 0.411935
55 0.412637
56 0.41164
57 0.410642
58 0.409645
59 0.408647
60 0.407649
61 0.405007
62 0.416674
63 0.442729
64 0.513356
65 0.587965
