# index  number of sampling vertical levels i j
650 18 3249 847
# k value
1 0.652858
2 0.630171
3 0.576981
4 0.503766
5 0.432813
6 0.398227
9 0.402988
20 0.403274
30 0.400348
40 0.402088
50 0.401483
55 0.404929
60 0.400034
61 0.397441
62 0.40889
63 0.434458
64 0.503766
65 0.576981
# now the complete profile with fillled values
1 0.652858
2 0.630171
3 0.576981
4 0.503766
5 0.432813
6 0.398227
7 0.399814
8 0.401401
9 0.402988
10 0.403014
11 0.40304
12 0.403066
13 0.403092
14 0.403118
15 0.403144
16 0.40317
17 0.403196
18 0.403222
19 0.403248
20 0.403274
21 0.402981
22 0.402689
23 0.402396
24 0.402104
25 0.401811
26 0.401519
27 0.401226
28 0.400933
29 0.400641
30 0.400348
31 0.400522
32 0.400696
33 0.40087
34 0.401044
35 0.401218
36 0.401392
37 0.401566
38 0.40174
39 0.401914
40 0.402088
41 0.402028
42 0.401967
43 0.401907
44 0.401846
45 0.401786
46 0.401725
47 0.401664
48 0.401604
49 0.401543
50 0.401483
51 0.402172
52 0.402861
53 0.40355
54 0.40424
55 0.404929
56 0.40395
57 0.402971
58 0.401992
59 0.401013
60 0.400034
61 0.397441
62 0.40889
63 0.434458
64 0.503766
65 0.576981
