# index  number of sampling vertical levels i j
1855 18 657 2700
# k value
1 1.89181
2 1.82607
3 1.67194
4 1.45978
5 1.25418
6 1.15395
9 1.16775
20 1.16858
30 1.1601
40 1.16514
50 1.16339
55 1.17337
60 1.15919
61 1.15168
62 1.18485
63 1.25894
64 1.45978
65 1.67194
# now the complete profile with fillled values
1 1.89181
2 1.82607
3 1.67194
4 1.45978
5 1.25418
6 1.15395
7 1.15855
8 1.16315
9 1.16775
10 1.16783
11 1.1679
12 1.16798
13 1.16805
14 1.16813
15 1.1682
16 1.16828
17 1.16835
18 1.16843
19 1.1685
20 1.16858
21 1.16773
22 1.16688
23 1.16604
24 1.16519
25 1.16434
26 1.16349
27 1.16264
28 1.1618
29 1.16095
30 1.1601
31 1.16061
32 1.16111
33 1.16161
34 1.16212
35 1.16262
36 1.16313
37 1.16363
38 1.16414
39 1.16464
40 1.16514
41 1.16497
42 1.16479
43 1.16462
44 1.16444
45 1.16427
46 1.16409
47 1.16392
48 1.16374
49 1.16356
50 1.16339
51 1.16539
52 1.16738
53 1.16938
54 1.17138
55 1.17337
56 1.17054
57 1.1677
58 1.16486
59 1.16203
60 1.15919
61 1.15168
62 1.18485
63 1.25894
64 1.45978
65 1.67194
