# index  number of sampling vertical levels i j
1230 18 3950 1766
# k value
1 3.00785
2 2.90332
3 2.65827
4 2.32095
5 1.99406
6 1.83471
9 1.85664
20 1.85796
30 1.84448
40 1.8525
50 1.84971
55 1.86559
60 1.84304
61 1.83109
62 1.88384
63 2.00164
64 2.32095
65 2.65827
# now the complete profile with fillled values
1 3.00785
2 2.90332
3 2.65827
4 2.32095
5 1.99406
6 1.83471
7 1.84202
8 1.84933
9 1.85664
10 1.85676
11 1.85688
12 1.857
13 1.85712
14 1.85724
15 1.85736
16 1.85748
17 1.8576
18 1.85772
19 1.85784
20 1.85796
21 1.85661
22 1.85527
23 1.85392
24 1.85257
25 1.85122
26 1.84988
27 1.84853
28 1.84718
29 1.84583
30 1.84448
31 1.84529
32 1.84609
33 1.84689
34 1.84769
35 1.84849
36 1.84929
37 1.8501
38 1.8509
39 1.8517
40 1.8525
41 1.85222
42 1.85194
43 1.85166
44 1.85139
45 1.85111
46 1.85083
47 1.85055
48 1.85027
49 1.84999
50 1.84971
51 1.85289
52 1.85606
53 1.85924
54 1.86241
55 1.86559
56 1.86108
57 1.85657
58 1.85206
59 1.84755
60 1.84304
61 1.83109
62 1.88384
63 2.00164
64 2.32095
65 2.65827
