# index  number of sampling vertical levels i j
916 18 3467 1246
# k value
1 0.66738
2 0.644189
3 0.589815
4 0.514971
5 0.442441
6 0.407085
9 0.411952
20 0.412244
30 0.409254
40 0.411032
50 0.410413
55 0.413936
60 0.408932
61 0.406281
62 0.417986
63 0.444122
64 0.514971
65 0.589815
# now the complete profile with fillled values
1 0.66738
2 0.644189
3 0.589815
4 0.514971
5 0.442441
6 0.407085
7 0.408707
8 0.410329
9 0.411952
10 0.411978
11 0.412005
12 0.412031
13 0.412058
14 0.412085
15 0.412111
16 0.412138
17 0.412164
18 0.412191
19 0.412217
20 0.412244
21 0.411945
22 0.411646
23 0.411347
24 0.411048
25 0.410749
26 0.41045
27 0.410151
28 0.409852
29 0.409553
30 0.409254
31 0.409431
32 0.409609
33 0.409787
34 0.409965
35 0.410143
36 0.410321
37 0.410499
38 0.410677
39 0.410854
40 0.411032
41 0.41097
42 0.410909
43 0.410847
44 0.410785
45 0.410723
46 0.410661
47 0.410599
48 0.410537
49 0.410475
50 0.410413
51 0.411118
52 0.411822
53 0.412527
54 0.413231
55 0.413936
56 0.412935
57 0.411934
58 0.410934
59 0.409933
60 0.408932
61 0.406281
62 0.417986
63 0.444122
64 0.514971
65 0.589815
