# index  number of sampling vertical levels i j
1014 18 1 1460
# k value
1 3.18695
2 3.0762
3 2.81655
4 2.45915
5 2.11279
6 1.94396
9 1.9672
20 1.96859
30 1.95431
40 1.96281
50 1.95985
55 1.97667
60 1.95278
61 1.94012
62 1.99601
63 2.12082
64 2.45915
65 2.81655
# now the complete profile with fillled values
1 3.18695
2 3.0762
3 2.81655
4 2.45915
5 2.11279
6 1.94396
7 1.9517
8 1.95945
9 1.9672
10 1.96733
11 1.96745
12 1.96758
13 1.96771
14 1.96783
15 1.96796
16 1.96809
17 1.96821
18 1.96834
19 1.96847
20 1.96859
21 1.96717
22 1.96574
23 1.96431
24 1.96288
25 1.96145
26 1.96003
27 1.9586
28 1.95717
29 1.95574
30 1.95431
31 1.95516
32 1.95601
33 1.95686
34 1.95771
35 1.95856
36 1.95941
37 1.96026
38 1.96111
39 1.96196
40 1.96281
41 1.96251
42 1.96222
43 1.96192
44 1.96163
45 1.96133
46 1.96103
47 1.96074
48 1.96044
49 1.96015
50 1.95985
51 1.96322
52 1.96658
53 1.96994
54 1.97331
55 1.97667
56 1.97189
57 1.96712
58 1.96234
59 1.95756
60 1.95278
61 1.94012
62 1.99601
63 2.12082
64 2.45915
65 2.81655
