# index  number of sampling vertical levels i j
1155 18 886 1646
# k value
1 0.663821
2 0.640753
3 0.586669
4 0.512224
5 0.440081
6 0.404913
9 0.409754
20 0.410045
30 0.407071
40 0.40884
50 0.408224
55 0.411728
60 0.406751
61 0.404114
62 0.415756
63 0.441753
64 0.512224
65 0.586669
# now the complete profile with fillled values
1 0.663821
2 0.640753
3 0.586669
4 0.512224
5 0.440081
6 0.404913
7 0.406527
8 0.408141
9 0.409754
10 0.409781
11 0.409807
12 0.409834
13 0.40986
14 0.409887
15 0.409913
16 0.409939
17 0.409966
18 0.409992
19 0.410019
20 0.410045
21 0.409748
22 0.40945
23 0.409153
24 0.408855
25 0.408558
26 0.40826
27 0.407963
28 0.407666
29 0.407368
30 0.407071
31 0.407248
32 0.407425
33 0.407601
34 0.407778
35 0.407955
36 0.408132
37 0.408309
38 0.408486
39 0.408663
40 0.40884
41 0.408778
42 0.408717
43 0.408655
44 0.408594
45 0.408532
46 0.40847
47 0.408409
48 0.408347
49 0.408286
50 0.408224
51 0.408925
52 0.409626
53 0.410326
54 0.411027
55 0.411728
56 0.410733
57 0.409737
58 0.408742
59 0.407746
60 0.406751
61 0.404114
62 0.415756
63 0.441753
64 0.512224
65 0.586669
