# index  number of sampling vertical levels i j
1225 18 3553 1731
# k value
1 0.66059
2 0.637635
3 0.583815
4 0.509732
5 0.437939
6 0.402943
9 0.407761
20 0.40805
30 0.40509
40 0.406851
50 0.406238
55 0.409724
60 0.404772
61 0.402148
62 0.413733
63 0.439604
64 0.509732
65 0.583815
# now the complete profile with fillled values
1 0.66059
2 0.637635
3 0.583815
4 0.509732
5 0.437939
6 0.402943
7 0.404549
8 0.406155
9 0.407761
10 0.407787
11 0.407813
12 0.407839
13 0.407866
14 0.407892
15 0.407918
16 0.407945
17 0.407971
18 0.407997
19 0.408024
20 0.40805
21 0.407754
22 0.407458
23 0.407162
24 0.406866
25 0.40657
26 0.406274
27 0.405978
28 0.405682
29 0.405386
30 0.40509
31 0.405266
32 0.405442
33 0.405618
34 0.405794
35 0.40597
36 0.406146
37 0.406322
38 0.406498
39 0.406675
40 0.406851
41 0.406789
42 0.406728
43 0.406667
44 0.406605
45 0.406544
46 0.406483
47 0.406422
48 0.40636
49 0.406299
50 0.406238
51 0.406935
52 0.407632
53 0.40833
54 0.409027
55 0.409724
56 0.408734
57 0.407743
58 0.406753
59 0.405762
60 0.404772
61 0.402148
62 0.413733
63 0.439604
64 0.509732
65 0.583815
