# index  number of sampling vertical levels i j
554 18 2435 749
# k value
1 0.648224
2 0.625698
3 0.572886
4 0.50019
5 0.429741
6 0.3954
9 0.400127
20 0.400411
30 0.397507
40 0.399234
50 0.398633
55 0.402054
60 0.397194
61 0.39462
62 0.405988
63 0.431375
64 0.50019
65 0.572886
# now the complete profile with fillled values
1 0.648224
2 0.625698
3 0.572886
4 0.50019
5 0.429741
6 0.3954
7 0.396976
8 0.398551
9 0.400127
10 0.400153
11 0.400179
12 0.400205
13 0.400231
14 0.400256
15 0.400282
16 0.400308
17 0.400334
18 0.40036
19 0.400385
20 0.400411
21 0.400121
22 0.39983
23 0.39954
24 0.399249
25 0.398959
26 0.398668
27 0.398378
28 0.398088
29 0.397797
30 0.397507
31 0.397679
32 0.397852
33 0.398025
34 0.398198
35 0.39837
36 0.398543
37 0.398716
38 0.398889
39 0.399062
40 0.399234
41 0.399174
42 0.399114
43 0.399054
44 0.398994
45 0.398934
46 0.398873
47 0.398813
48 0.398753
49 0.398693
50 0.398633
51 0.399317
52 0.400002
53 0.400686
54 0.40137
55 0.402054
56 0.401082
57 0.40011
58 0.399138
59 0.398166
60 0.397194
61 0.39462
62 0.405988
63 0.431375
64 0.50019
65 0.572886
