# index  number of sampling vertical levels i j
725 18 1921 1004
# k value
1 0.66134
2 0.638358
3 0.584477
4 0.51031
5 0.438436
6 0.4034
9 0.408223
20 0.408513
30 0.405549
40 0.407312
50 0.406698
55 0.410189
60 0.405231
61 0.402604
62 0.414202
63 0.440103
64 0.51031
65 0.584477
# now the complete profile with fillled values
1 0.66134
2 0.638358
3 0.584477
4 0.51031
5 0.438436
6 0.4034
7 0.405008
8 0.406615
9 0.408223
10 0.408249
11 0.408276
12 0.408302
13 0.408328
14 0.408355
15 0.408381
16 0.408407
17 0.408434
18 0.40846
19 0.408486
20 0.408513
21 0.408216
22 0.40792
23 0.407624
24 0.407327
25 0.407031
26 0.406735
27 0.406438
28 0.406142
29 0.405846
30 0.405549
31 0.405726
32 0.405902
33 0.406078
34 0.406254
35 0.406431
36 0.406607
37 0.406783
38 0.406959
39 0.407136
40 0.407312
41 0.407251
42 0.407189
43 0.407128
44 0.407067
45 0.407005
46 0.406944
47 0.406882
48 0.406821
49 0.40676
50 0.406698
51 0.407397
52 0.408095
53 0.408793
54 0.409491
55 0.410189
56 0.409198
57 0.408206
58 0.407214
59 0.406223
60 0.405231
61 0.402604
62 0.414202
63 0.440103
64 0.51031
65 0.584477
