# index  number of sampling vertical levels i j
1542 18 103 2328
# k value
1 0.632599
2 0.610616
3 0.559077
4 0.488133
5 0.419383
6 0.385869
9 0.390483
20 0.39076
30 0.387925
40 0.389611
50 0.389024
55 0.392363
60 0.38762
61 0.385108
62 0.396202
63 0.420977
64 0.488133
65 0.559077
# now the complete profile with fillled values
1 0.632599
2 0.610616
3 0.559077
4 0.488133
5 0.419383
6 0.385869
7 0.387407
8 0.388945
9 0.390483
10 0.390508
11 0.390533
12 0.390558
13 0.390583
14 0.390608
15 0.390634
16 0.390659
17 0.390684
18 0.390709
19 0.390734
20 0.39076
21 0.390476
22 0.390193
23 0.389909
24 0.389626
25 0.389342
26 0.389059
27 0.388775
28 0.388492
29 0.388208
30 0.387925
31 0.388094
32 0.388262
33 0.388431
34 0.388599
35 0.388768
36 0.388937
37 0.389105
38 0.389274
39 0.389443
40 0.389611
41 0.389552
42 0.389494
43 0.389435
44 0.389376
45 0.389318
46 0.389259
47 0.3892
48 0.389142
49 0.389083
50 0.389024
51 0.389692
52 0.39036
53 0.391028
54 0.391695
55 0.392363
56 0.391415
57 0.390466
58 0.389518
59 0.388569
60 0.38762
61 0.385108
62 0.396202
63 0.420977
64 0.488133
65 0.559077
