# index  number of sampling vertical levels i j
215 18 3602 131
# k value
1 0.604275
2 0.583276
3 0.534044
4 0.466277
5 0.400605
6 0.368592
9 0.372999
20 0.373263
30 0.370556
40 0.372166
50 0.371606
55 0.374795
60 0.370265
61 0.367864
62 0.378462
63 0.402128
64 0.466277
65 0.534044
# now the complete profile with fillled values
1 0.604275
2 0.583276
3 0.534044
4 0.466277
5 0.400605
6 0.368592
7 0.370061
8 0.37153
9 0.372999
10 0.373023
11 0.373047
12 0.373071
13 0.373095
14 0.373119
15 0.373143
16 0.373167
17 0.373191
18 0.373215
19 0.373239
20 0.373263
21 0.372993
22 0.372722
23 0.372451
24 0.37218
25 0.37191
26 0.371639
27 0.371368
28 0.371097
29 0.370827
30 0.370556
31 0.370717
32 0.370878
33 0.371039
34 0.3712
35 0.371361
36 0.371522
37 0.371683
38 0.371844
39 0.372005
40 0.372166
41 0.37211
42 0.372054
43 0.371998
44 0.371942
45 0.371886
46 0.37183
47 0.371774
48 0.371718
49 0.371662
50 0.371606
51 0.372244
52 0.372882
53 0.373519
54 0.374157
55 0.374795
56 0.373889
57 0.372983
58 0.372077
59 0.371171
60 0.370265
61 0.367864
62 0.378462
63 0.402128
64 0.466277
65 0.534044
