# index  number of sampling vertical levels i j
1577 18 3485 2276
# k value
1 0.627292
2 0.605493
3 0.554386
4 0.484038
5 0.415864
6 0.382632
9 0.387207
20 0.387481
30 0.38467
40 0.386342
50 0.38576
55 0.389071
60 0.384368
61 0.381877
62 0.392878
63 0.417445
64 0.484038
65 0.554386
# now the complete profile with fillled values
1 0.627292
2 0.605493
3 0.554386
4 0.484038
5 0.415864
6 0.382632
7 0.384157
8 0.385682
9 0.387207
10 0.387232
11 0.387256
12 0.387281
13 0.387306
14 0.387331
15 0.387356
16 0.387381
17 0.387406
18 0.387431
19 0.387456
20 0.387481
21 0.3872
22 0.386919
23 0.386638
24 0.386357
25 0.386076
26 0.385795
27 0.385514
28 0.385233
29 0.384952
30 0.38467
31 0.384838
32 0.385005
33 0.385172
34 0.385339
35 0.385506
36 0.385674
37 0.385841
38 0.386008
39 0.386175
40 0.386342
41 0.386284
42 0.386226
43 0.386168
44 0.38611
45 0.386051
46 0.385993
47 0.385935
48 0.385877
49 0.385819
50 0.38576
51 0.386423
52 0.387085
53 0.387747
54 0.388409
55 0.389071
56 0.388131
57 0.38719
58 0.38625
59 0.385309
60 0.384368
61 0.381877
62 0.392878
63 0.417445
64 0.484038
65 0.554386
