# index  number of sampling vertical levels i j
48 18 397 1
# k value
1 2.61072
2 2.52
3 2.3073
4 2.01452
5 1.73078
6 1.59247
9 1.61151
20 1.61266
30 1.60096
40 1.60792
50 1.60549
55 1.61928
60 1.5997
61 1.58933
62 1.63512
63 1.73736
64 2.01452
65 2.3073
# now the complete profile with fillled values
1 2.61072
2 2.52
3 2.3073
4 2.01452
5 1.73078
6 1.59247
7 1.59882
8 1.60517
9 1.61151
10 1.61162
11 1.61172
12 1.61183
13 1.61193
14 1.61203
15 1.61214
16 1.61224
17 1.61235
18 1.61245
19 1.61255
20 1.61266
21 1.61149
22 1.61032
23 1.60915
24 1.60798
25 1.60681
26 1.60564
27 1.60447
28 1.6033
29 1.60213
30 1.60096
31 1.60165
32 1.60235
33 1.60305
34 1.60374
35 1.60444
36 1.60513
37 1.60583
38 1.60653
39 1.60722
40 1.60792
41 1.60767
42 1.60743
43 1.60719
44 1.60695
45 1.60671
46 1.60646
47 1.60622
48 1.60598
49 1.60574
50 1.60549
51 1.60825
52 1.61101
53 1.61376
54 1.61652
55 1.61928
56 1.61536
57 1.61145
58 1.60753
59 1.60362
60 1.5997
61 1.58933
62 1.63512
63 1.73736
64 2.01452
65 2.3073
