# index  number of sampling vertical levels i j
846 18 781 1183
# k value
1 0.665077
2 0.641966
3 0.58778
4 0.513194
5 0.440914
6 0.40568
9 0.41053
20 0.410821
30 0.407841
40 0.409614
50 0.408997
55 0.412507
60 0.407521
61 0.404879
62 0.416543
63 0.44259
64 0.513194
65 0.58778
# now the complete profile with fillled values
1 0.665077
2 0.641966
3 0.58778
4 0.513194
5 0.440914
6 0.40568
7 0.407297
8 0.408913
9 0.41053
10 0.410557
11 0.410583
12 0.41061
13 0.410636
14 0.410663
15 0.410689
16 0.410716
17 0.410742
18 0.410768
19 0.410795
20 0.410821
21 0.410523
22 0.410225
23 0.409927
24 0.409629
25 0.409331
26 0.409033
27 0.408735
28 0.408437
29 0.408139
30 0.407841
31 0.408019
32 0.408196
33 0.408373
34 0.40855
35 0.408728
36 0.408905
37 0.409082
38 0.409259
39 0.409437
40 0.409614
41 0.409552
42 0.409491
43 0.409429
44 0.409367
45 0.409305
46 0.409244
47 0.409182
48 0.40912
49 0.409059
50 0.408997
51 0.409699
52 0.410401
53 0.411103
54 0.411805
55 0.412507
56 0.41151
57 0.410513
58 0.409516
59 0.408518
60 0.407521
61 0.404879
62 0.416543
63 0.44259
64 0.513194
65 0.58778
