# index  number of sampling vertical levels i j
207 18 2880 224
# k value
1 0.606804
2 0.585717
3 0.536279
4 0.468229
5 0.402281
6 0.370134
9 0.37456
20 0.374826
30 0.372107
40 0.373724
50 0.373161
55 0.376364
60 0.371814
61 0.369404
62 0.380046
63 0.403811
64 0.468229
65 0.536279
# now the complete profile with fillled values
1 0.606804
2 0.585717
3 0.536279
4 0.468229
5 0.402281
6 0.370134
7 0.37161
8 0.373085
9 0.37456
10 0.374584
11 0.374608
12 0.374632
13 0.374657
14 0.374681
15 0.374705
16 0.374729
17 0.374753
18 0.374777
19 0.374801
20 0.374826
21 0.374554
22 0.374282
23 0.37401
24 0.373738
25 0.373466
26 0.373194
27 0.372922
28 0.37265
29 0.372379
30 0.372107
31 0.372268
32 0.37243
33 0.372592
34 0.372754
35 0.372915
36 0.373077
37 0.373239
38 0.373401
39 0.373562
40 0.373724
41 0.373668
42 0.373611
43 0.373555
44 0.373499
45 0.373442
46 0.373386
47 0.37333
48 0.373274
49 0.373217
50 0.373161
51 0.373802
52 0.374442
53 0.375083
54 0.375723
55 0.376364
56 0.375454
57 0.374544
58 0.373634
59 0.372724
60 0.371814
61 0.369404
62 0.380046
63 0.403811
64 0.468229
65 0.536279
