# index  number of sampling vertical levels i j
759 18 886 1053
# k value
1 0.659099
2 0.636195
3 0.582497
4 0.508581
5 0.436951
6 0.402033
9 0.40684
20 0.407129
30 0.404176
40 0.405932
50 0.405321
55 0.4088
60 0.403858
61 0.40124
62 0.412799
63 0.438612
64 0.508581
65 0.582497
# now the complete profile with fillled values
1 0.659099
2 0.636195
3 0.582497
4 0.508581
5 0.436951
6 0.402033
7 0.403636
8 0.405238
9 0.40684
10 0.406866
11 0.406893
12 0.406919
13 0.406945
14 0.406971
15 0.406998
16 0.407024
17 0.40705
18 0.407076
19 0.407103
20 0.407129
21 0.406834
22 0.406538
23 0.406243
24 0.405948
25 0.405652
26 0.405357
27 0.405062
28 0.404766
29 0.404471
30 0.404176
31 0.404351
32 0.404527
33 0.404703
34 0.404878
35 0.405054
36 0.40523
37 0.405405
38 0.405581
39 0.405757
40 0.405932
41 0.405871
42 0.40581
43 0.405749
44 0.405688
45 0.405626
46 0.405565
47 0.405504
48 0.405443
49 0.405382
50 0.405321
51 0.406017
52 0.406712
53 0.407408
54 0.408104
55 0.4088
56 0.407811
57 0.406823
58 0.405835
59 0.404846
60 0.403858
61 0.40124
62 0.412799
63 0.438612
64 0.508581
65 0.582497
