# index  number of sampling vertical levels i j
1330 18 802 1912
# k value
1 0.651146
2 0.628518
3 0.575468
4 0.502444
5 0.431678
6 0.397182
9 0.401931
20 0.402216
30 0.399298
40 0.401034
50 0.40043
55 0.403867
60 0.398985
61 0.396398
62 0.407818
63 0.433319
64 0.502444
65 0.575468
# now the complete profile with fillled values
1 0.651146
2 0.628518
3 0.575468
4 0.502444
5 0.431678
6 0.397182
7 0.398765
8 0.400348
9 0.401931
10 0.401957
11 0.401983
12 0.402009
13 0.402035
14 0.40206
15 0.402086
16 0.402112
17 0.402138
18 0.402164
19 0.40219
20 0.402216
21 0.401924
22 0.401632
23 0.401341
24 0.401049
25 0.400757
26 0.400465
27 0.400174
28 0.399882
29 0.39959
30 0.399298
31 0.399472
32 0.399645
33 0.399819
34 0.399993
35 0.400166
36 0.40034
37 0.400513
38 0.400687
39 0.40086
40 0.401034
41 0.400973
42 0.400913
43 0.400853
44 0.400792
45 0.400732
46 0.400671
47 0.400611
48 0.400551
49 0.40049
50 0.40043
51 0.401117
52 0.401804
53 0.402492
54 0.403179
55 0.403867
56 0.40289
57 0.401914
58 0.400938
59 0.399961
60 0.398985
61 0.396398
62 0.407818
63 0.433319
64 0.502444
65 0.575468
