# index  number of sampling vertical levels i j
1499 18 177 2244
# k value
1 0.631483
2 0.609539
3 0.55809
4 0.487272
5 0.418643
6 0.385188
9 0.389794
20 0.39007
30 0.387241
40 0.388924
50 0.388338
55 0.391671
60 0.386937
61 0.384428
62 0.395503
63 0.420234
64 0.487272
65 0.55809
# now the complete profile with fillled values
1 0.631483
2 0.609539
3 0.55809
4 0.487272
5 0.418643
6 0.385188
7 0.386723
8 0.388258
9 0.389794
10 0.389819
11 0.389844
12 0.389869
13 0.389894
14 0.389919
15 0.389944
16 0.38997
17 0.389995
18 0.39002
19 0.390045
20 0.39007
21 0.389787
22 0.389504
23 0.389221
24 0.388938
25 0.388655
26 0.388372
27 0.38809
28 0.387807
29 0.387524
30 0.387241
31 0.387409
32 0.387577
33 0.387746
34 0.387914
35 0.388082
36 0.388251
37 0.388419
38 0.388587
39 0.388755
40 0.388924
41 0.388865
42 0.388807
43 0.388748
44 0.388689
45 0.388631
46 0.388572
47 0.388514
48 0.388455
49 0.388396
50 0.388338
51 0.389004
52 0.389671
53 0.390338
54 0.391004
55 0.391671
56 0.390724
57 0.389777
58 0.38883
59 0.387883
60 0.386937
61 0.384428
62 0.395503
63 0.420234
64 0.487272
65 0.55809
