# index  number of sampling vertical levels i j
1733 18 1541 2447
# k value
1 0.562902
2 0.543341
3 0.49748
4 0.434353
5 0.373177
6 0.343356
9 0.347461
20 0.347708
30 0.345185
40 0.346686
50 0.346163
55 0.349134
60 0.344914
61 0.342678
62 0.35255
63 0.374595
64 0.434353
65 0.49748
# now the complete profile with fillled values
1 0.562902
2 0.543341
3 0.49748
4 0.434353
5 0.373177
6 0.343356
7 0.344724
8 0.346093
9 0.347461
10 0.347483
11 0.347506
12 0.347528
13 0.347551
14 0.347573
15 0.347595
16 0.347618
17 0.34764
18 0.347663
19 0.347685
20 0.347708
21 0.347455
22 0.347203
23 0.346951
24 0.346699
25 0.346446
26 0.346194
27 0.345942
28 0.34569
29 0.345437
30 0.345185
31 0.345335
32 0.345485
33 0.345635
34 0.345785
35 0.345935
36 0.346085
37 0.346235
38 0.346386
39 0.346536
40 0.346686
41 0.346633
42 0.346581
43 0.346529
44 0.346477
45 0.346424
46 0.346372
47 0.34632
48 0.346268
49 0.346215
50 0.346163
51 0.346758
52 0.347352
53 0.347946
54 0.34854
55 0.349134
56 0.34829
57 0.347446
58 0.346602
59 0.345758
60 0.344914
61 0.342678
62 0.35255
63 0.374595
64 0.434353
65 0.49748
