# index  number of sampling vertical levels i j
1072 18 1397 1509
# k value
1 0.667593
2 0.644394
3 0.590004
4 0.515136
5 0.442582
6 0.407214
9 0.412083
20 0.412376
30 0.409384
40 0.411164
50 0.410544
55 0.414068
60 0.409063
61 0.406411
62 0.418119
63 0.444264
64 0.515136
65 0.590004
# now the complete profile with fillled values
1 0.667593
2 0.644394
3 0.590004
4 0.515136
5 0.442582
6 0.407214
7 0.408837
8 0.41046
9 0.412083
10 0.41211
11 0.412136
12 0.412163
13 0.41219
14 0.412216
15 0.412243
16 0.412269
17 0.412296
18 0.412322
19 0.412349
20 0.412376
21 0.412076
22 0.411777
23 0.411478
24 0.411179
25 0.41088
26 0.410581
27 0.410282
28 0.409982
29 0.409683
30 0.409384
31 0.409562
32 0.40974
33 0.409918
34 0.410096
35 0.410274
36 0.410452
37 0.41063
38 0.410808
39 0.410986
40 0.411164
41 0.411102
42 0.41104
43 0.410978
44 0.410916
45 0.410854
46 0.410792
47 0.41073
48 0.410668
49 0.410606
50 0.410544
51 0.411249
52 0.411954
53 0.412658
54 0.413363
55 0.414068
56 0.413067
57 0.412066
58 0.411065
59 0.410064
60 0.409063
61 0.406411
62 0.418119
63 0.444264
64 0.515136
65 0.590004
