# index  number of sampling vertical levels i j
169 18 3410 95
# k value
1 0.627768
2 0.605953
3 0.554807
4 0.484405
5 0.41618
6 0.382922
9 0.3875
20 0.387775
30 0.384962
40 0.386636
50 0.386053
55 0.389367
60 0.38466
61 0.382166
62 0.393176
63 0.417762
64 0.484405
65 0.554807
# now the complete profile with fillled values
1 0.627768
2 0.605953
3 0.554807
4 0.484405
5 0.41618
6 0.382922
7 0.384448
8 0.385974
9 0.3875
10 0.387525
11 0.38755
12 0.387575
13 0.3876
14 0.387625
15 0.38765
16 0.387675
17 0.3877
18 0.387725
19 0.38775
20 0.387775
21 0.387494
22 0.387213
23 0.386931
24 0.38665
25 0.386369
26 0.386088
27 0.385806
28 0.385525
29 0.385244
30 0.384962
31 0.38513
32 0.385297
33 0.385464
34 0.385632
35 0.385799
36 0.385966
37 0.386134
38 0.386301
39 0.386468
40 0.386636
41 0.386577
42 0.386519
43 0.386461
44 0.386403
45 0.386344
46 0.386286
47 0.386228
48 0.38617
49 0.386111
50 0.386053
51 0.386716
52 0.387379
53 0.388041
54 0.388704
55 0.389367
56 0.388425
57 0.387484
58 0.386543
59 0.385601
60 0.38466
61 0.382166
62 0.393176
63 0.417762
64 0.484405
65 0.554807
