# index  number of sampling vertical levels i j
395 18 3950 328
# k value
1 1.67877
2 1.62044
3 1.48366
4 1.29539
5 1.11295
6 1.02401
9 1.03625
20 1.03699
30 1.02946
40 1.03394
50 1.03238
55 1.04124
60 1.02866
61 1.02199
62 1.05143
63 1.11718
64 1.29539
65 1.48366
# now the complete profile with fillled values
1 1.67877
2 1.62044
3 1.48366
4 1.29539
5 1.11295
6 1.02401
7 1.02809
8 1.03217
9 1.03625
10 1.03632
11 1.03639
12 1.03645
13 1.03652
14 1.03659
15 1.03665
16 1.03672
17 1.03679
18 1.03685
19 1.03692
20 1.03699
21 1.03623
22 1.03548
23 1.03473
24 1.03398
25 1.03323
26 1.03247
27 1.03172
28 1.03097
29 1.03022
30 1.02946
31 1.02991
32 1.03036
33 1.03081
34 1.03125
35 1.0317
36 1.03215
37 1.0326
38 1.03304
39 1.03349
40 1.03394
41 1.03378
42 1.03363
43 1.03347
44 1.03332
45 1.03316
46 1.033
47 1.03285
48 1.03269
49 1.03254
50 1.03238
51 1.03415
52 1.03593
53 1.0377
54 1.03947
55 1.04124
56 1.03873
57 1.03621
58 1.03369
59 1.03117
60 1.02866
61 1.02199
62 1.05143
63 1.11718
64 1.29539
65 1.48366
