# index  number of sampling vertical levels i j
191 18 1350 243
# k value
1 0.604541
2 0.583533
3 0.534279
4 0.466482
5 0.400781
6 0.368754
9 0.373163
20 0.373428
30 0.370719
40 0.37233
50 0.371769
55 0.37496
60 0.370428
61 0.368026
62 0.378629
63 0.402305
64 0.466482
65 0.534279
# now the complete profile with fillled values
1 0.604541
2 0.583533
3 0.534279
4 0.466482
5 0.400781
6 0.368754
7 0.370224
8 0.371693
9 0.373163
10 0.373187
11 0.373211
12 0.373235
13 0.373259
14 0.373283
15 0.373307
16 0.373331
17 0.373356
18 0.37338
19 0.373404
20 0.373428
21 0.373157
22 0.372886
23 0.372615
24 0.372344
25 0.372073
26 0.371802
27 0.371532
28 0.371261
29 0.37099
30 0.370719
31 0.37088
32 0.371041
33 0.371202
34 0.371363
35 0.371525
36 0.371686
37 0.371847
38 0.372008
39 0.372169
40 0.37233
41 0.372274
42 0.372218
43 0.372162
44 0.372106
45 0.37205
46 0.371994
47 0.371938
48 0.371881
49 0.371825
50 0.371769
51 0.372407
52 0.373046
53 0.373684
54 0.374322
55 0.37496
56 0.374054
57 0.373147
58 0.372241
59 0.371334
60 0.370428
61 0.368026
62 0.378629
63 0.402305
64 0.466482
65 0.534279
