# index  number of sampling vertical levels i j
1710 18 3533 2487
# k value
1 0.61023
2 0.589024
3 0.539307
4 0.470872
5 0.404553
6 0.372224
9 0.376674
20 0.376942
30 0.374207
40 0.375834
50 0.375268
55 0.378489
60 0.373914
61 0.371489
62 0.382192
63 0.40609
64 0.470872
65 0.539307
# now the complete profile with fillled values
1 0.61023
2 0.589024
3 0.539307
4 0.470872
5 0.404553
6 0.372224
7 0.373708
8 0.375191
9 0.376674
10 0.376699
11 0.376723
12 0.376747
13 0.376772
14 0.376796
15 0.37682
16 0.376845
17 0.376869
18 0.376893
19 0.376917
20 0.376942
21 0.376668
22 0.376395
23 0.376121
24 0.375848
25 0.375575
26 0.375301
27 0.375028
28 0.374754
29 0.374481
30 0.374207
31 0.37437
32 0.374533
33 0.374695
34 0.374858
35 0.375021
36 0.375183
37 0.375346
38 0.375509
39 0.375671
40 0.375834
41 0.375777
42 0.375721
43 0.375664
44 0.375607
45 0.375551
46 0.375494
47 0.375438
48 0.375381
49 0.375324
50 0.375268
51 0.375912
52 0.376556
53 0.3772
54 0.377844
55 0.378489
56 0.377574
57 0.376659
58 0.375744
59 0.374829
60 0.373914
61 0.371489
62 0.382192
63 0.40609
64 0.470872
65 0.539307
