# index  number of sampling vertical levels i j
1061 18 287 1526
# k value
1 0.664426
2 0.641337
3 0.587205
4 0.512692
5 0.440483
6 0.405283
9 0.410128
20 0.410419
30 0.407442
40 0.409213
50 0.408597
55 0.412104
60 0.407122
61 0.404483
62 0.416136
63 0.442157
64 0.512692
65 0.587205
# now the complete profile with fillled values
1 0.664426
2 0.641337
3 0.587205
4 0.512692
5 0.440483
6 0.405283
7 0.406898
8 0.408513
9 0.410128
10 0.410155
11 0.410181
12 0.410208
13 0.410234
14 0.410261
15 0.410287
16 0.410314
17 0.41034
18 0.410367
19 0.410393
20 0.410419
21 0.410122
22 0.409824
23 0.409526
24 0.409229
25 0.408931
26 0.408633
27 0.408335
28 0.408038
29 0.40774
30 0.407442
31 0.407619
32 0.407796
33 0.407974
34 0.408151
35 0.408328
36 0.408505
37 0.408682
38 0.408859
39 0.409036
40 0.409213
41 0.409152
42 0.40909
43 0.409028
44 0.408967
45 0.408905
46 0.408843
47 0.408782
48 0.40872
49 0.408658
50 0.408597
51 0.409298
52 0.41
53 0.410701
54 0.411402
55 0.412104
56 0.411107
57 0.410111
58 0.409115
59 0.408119
60 0.407122
61 0.404483
62 0.416136
63 0.442157
64 0.512692
65 0.587205
