# index  number of sampling vertical levels i j
1215 18 2546 1700
# k value
1 0.65899
2 0.63609
3 0.5824
4 0.508497
5 0.436878
6 0.401967
9 0.406773
20 0.407061
30 0.404108
40 0.405865
50 0.405253
55 0.408732
60 0.403791
61 0.401173
62 0.412731
63 0.438539
64 0.508497
65 0.5824
# now the complete profile with fillled values
1 0.65899
2 0.63609
3 0.5824
4 0.508497
5 0.436878
6 0.401967
7 0.403569
8 0.405171
9 0.406773
10 0.406799
11 0.406825
12 0.406851
13 0.406878
14 0.406904
15 0.40693
16 0.406956
17 0.406983
18 0.407009
19 0.407035
20 0.407061
21 0.406766
22 0.406471
23 0.406175
24 0.40588
25 0.405585
26 0.40529
27 0.404994
28 0.404699
29 0.404404
30 0.404108
31 0.404284
32 0.40446
33 0.404635
34 0.404811
35 0.404987
36 0.405162
37 0.405338
38 0.405514
39 0.405689
40 0.405865
41 0.405804
42 0.405743
43 0.405681
44 0.40562
45 0.405559
46 0.405498
47 0.405437
48 0.405376
49 0.405315
50 0.405253
51 0.405949
52 0.406645
53 0.407341
54 0.408036
55 0.408732
56 0.407744
57 0.406756
58 0.405767
59 0.404779
60 0.403791
61 0.401173
62 0.412731
63 0.438539
64 0.508497
65 0.5824
