# index  number of sampling vertical levels i j
1285 18 698 1852
# k value
1 0.652941
2 0.630251
3 0.577054
4 0.503829
5 0.432868
6 0.398277
9 0.403039
20 0.403325
30 0.400399
40 0.402139
50 0.401533
55 0.40498
60 0.400085
61 0.397491
62 0.408942
63 0.434513
64 0.503829
65 0.577054
# now the complete profile with fillled values
1 0.652941
2 0.630251
3 0.577054
4 0.503829
5 0.432868
6 0.398277
7 0.399864
8 0.401451
9 0.403039
10 0.403065
11 0.403091
12 0.403117
13 0.403143
14 0.403169
15 0.403195
16 0.403221
17 0.403247
18 0.403273
19 0.403299
20 0.403325
21 0.403032
22 0.40274
23 0.402447
24 0.402154
25 0.401862
26 0.401569
27 0.401277
28 0.400984
29 0.400692
30 0.400399
31 0.400573
32 0.400747
33 0.400921
34 0.401095
35 0.401269
36 0.401443
37 0.401617
38 0.401791
39 0.401965
40 0.402139
41 0.402079
42 0.402018
43 0.401958
44 0.401897
45 0.401836
46 0.401776
47 0.401715
48 0.401655
49 0.401594
50 0.401533
51 0.402223
52 0.402912
53 0.403601
54 0.404291
55 0.40498
56 0.404001
57 0.403022
58 0.402043
59 0.401064
60 0.400085
61 0.397491
62 0.408942
63 0.434513
64 0.503829
65 0.577054
