# index  number of sampling vertical levels i j
1503 18 544 2199
# k value
1 0.631063
2 0.609133
3 0.557719
4 0.486947
5 0.418364
6 0.384932
9 0.389534
20 0.389811
30 0.386983
40 0.388665
50 0.388079
55 0.39141
60 0.386679
61 0.384172
62 0.39524
63 0.419954
64 0.486947
65 0.557719
# now the complete profile with fillled values
1 0.631063
2 0.609133
3 0.557719
4 0.486947
5 0.418364
6 0.384932
7 0.386466
8 0.388
9 0.389534
10 0.389559
11 0.389584
12 0.389609
13 0.389635
14 0.38966
15 0.389685
16 0.38971
17 0.389735
18 0.38976
19 0.389785
20 0.389811
21 0.389528
22 0.389245
23 0.388962
24 0.388679
25 0.388397
26 0.388114
27 0.387831
28 0.387548
29 0.387266
30 0.386983
31 0.387151
32 0.387319
33 0.387487
34 0.387656
35 0.387824
36 0.387992
37 0.38816
38 0.388328
39 0.388497
40 0.388665
41 0.388606
42 0.388548
43 0.388489
44 0.388431
45 0.388372
46 0.388313
47 0.388255
48 0.388196
49 0.388138
50 0.388079
51 0.388745
52 0.389412
53 0.390078
54 0.390744
55 0.39141
56 0.390464
57 0.389518
58 0.388571
59 0.387625
60 0.386679
61 0.384172
62 0.39524
63 0.419954
64 0.486947
65 0.557719
