# index  number of sampling vertical levels i j
342 18 3193 388
# k value
1 0.616876
2 0.59544
3 0.545181
4 0.476001
5 0.408959
6 0.376279
9 0.380777
20 0.381048
30 0.378283
40 0.379928
50 0.379355
55 0.382611
60 0.377986
61 0.375536
62 0.386355
63 0.410514
64 0.476001
65 0.545181
# now the complete profile with fillled values
1 0.616876
2 0.59544
3 0.545181
4 0.476001
5 0.408959
6 0.376279
7 0.377778
8 0.379278
9 0.380777
10 0.380802
11 0.380827
12 0.380851
13 0.380876
14 0.3809
15 0.380925
16 0.380949
17 0.380974
18 0.380998
19 0.381023
20 0.381048
21 0.380771
22 0.380495
23 0.380218
24 0.379942
25 0.379666
26 0.379389
27 0.379113
28 0.378836
29 0.37856
30 0.378283
31 0.378448
32 0.378612
33 0.378777
34 0.378941
35 0.379106
36 0.37927
37 0.379434
38 0.379599
39 0.379763
40 0.379928
41 0.37987
42 0.379813
43 0.379756
44 0.379699
45 0.379641
46 0.379584
47 0.379527
48 0.37947
49 0.379413
50 0.379355
51 0.380006
52 0.380658
53 0.381309
54 0.38196
55 0.382611
56 0.381686
57 0.380761
58 0.379836
59 0.378911
60 0.377986
61 0.375536
62 0.386355
63 0.410514
64 0.476001
65 0.545181
