# index  number of sampling vertical levels i j
4 18 409 1
# k value
1 2.48867
2 2.40219
3 2.19943
4 1.92033
5 1.64987
6 1.51802
9 1.53617
20 1.53726
30 1.52611
40 1.53275
50 1.53044
55 1.54357
60 1.52491
61 1.51503
62 1.55867
63 1.65614
64 1.92033
65 2.19943
# now the complete profile with fillled values
1 2.48867
2 2.40219
3 2.19943
4 1.92033
5 1.64987
6 1.51802
7 1.52407
8 1.53012
9 1.53617
10 1.53627
11 1.53637
12 1.53647
13 1.53657
14 1.53667
15 1.53677
16 1.53687
17 1.53697
18 1.53707
19 1.53716
20 1.53726
21 1.53615
22 1.53503
23 1.53392
24 1.5328
25 1.53169
26 1.53057
27 1.52946
28 1.52834
29 1.52723
30 1.52611
31 1.52678
32 1.52744
33 1.5281
34 1.52877
35 1.52943
36 1.53009
37 1.53076
38 1.53142
39 1.53208
40 1.53275
41 1.53251
42 1.53228
43 1.53205
44 1.53182
45 1.53159
46 1.53136
47 1.53113
48 1.5309
49 1.53067
50 1.53044
51 1.53306
52 1.53569
53 1.53832
54 1.54094
55 1.54357
56 1.53984
57 1.53611
58 1.53238
59 1.52865
60 1.52491
61 1.51503
62 1.55867
63 1.65614
64 1.92033
65 2.19943
