# index  number of sampling vertical levels i j
712 18 590 976
# k value
1 0.660124
2 0.637185
3 0.583403
4 0.509372
5 0.43763
6 0.402658
9 0.407473
20 0.407762
30 0.404804
40 0.406563
50 0.405951
55 0.409435
60 0.404486
61 0.401864
62 0.413441
63 0.439294
64 0.509372
65 0.583403
# now the complete profile with fillled values
1 0.660124
2 0.637185
3 0.583403
4 0.509372
5 0.43763
6 0.402658
7 0.404263
8 0.405868
9 0.407473
10 0.407499
11 0.407525
12 0.407552
13 0.407578
14 0.407604
15 0.40763
16 0.407657
17 0.407683
18 0.407709
19 0.407736
20 0.407762
21 0.407466
22 0.40717
23 0.406874
24 0.406579
25 0.406283
26 0.405987
27 0.405691
28 0.405396
29 0.4051
30 0.404804
31 0.40498
32 0.405156
33 0.405332
34 0.405508
35 0.405684
36 0.40586
37 0.406036
38 0.406212
39 0.406387
40 0.406563
41 0.406502
42 0.406441
43 0.40638
44 0.406318
45 0.406257
46 0.406196
47 0.406135
48 0.406073
49 0.406012
50 0.405951
51 0.406648
52 0.407345
53 0.408042
54 0.408738
55 0.409435
56 0.408445
57 0.407456
58 0.406466
59 0.405476
60 0.404486
61 0.401864
62 0.413441
63 0.439294
64 0.509372
65 0.583403
