# index  number of sampling vertical levels i j
764 18 1399 1063
# k value
1 0.662772
2 0.63974
3 0.585743
4 0.511415
5 0.439386
6 0.404273
9 0.409107
20 0.409397
30 0.406428
40 0.408194
50 0.407579
55 0.411077
60 0.406108
61 0.403476
62 0.415099
63 0.441056
64 0.511415
65 0.585743
# now the complete profile with fillled values
1 0.662772
2 0.63974
3 0.585743
4 0.511415
5 0.439386
6 0.404273
7 0.405885
8 0.407496
9 0.409107
10 0.409133
11 0.40916
12 0.409186
13 0.409213
14 0.409239
15 0.409265
16 0.409292
17 0.409318
18 0.409345
19 0.409371
20 0.409397
21 0.4091
22 0.408803
23 0.408506
24 0.408209
25 0.407912
26 0.407615
27 0.407319
28 0.407022
29 0.406725
30 0.406428
31 0.406604
32 0.406781
33 0.406958
34 0.407134
35 0.407311
36 0.407487
37 0.407664
38 0.407841
39 0.408017
40 0.408194
41 0.408133
42 0.408071
43 0.40801
44 0.407948
45 0.407887
46 0.407825
47 0.407764
48 0.407702
49 0.407641
50 0.407579
51 0.408279
52 0.408978
53 0.409678
54 0.410378
55 0.411077
56 0.410084
57 0.40909
58 0.408096
59 0.407102
60 0.406108
61 0.403476
62 0.415099
63 0.441056
64 0.511415
65 0.585743
