# index  number of sampling vertical levels i j
1850 18 227 2700
# k value
1 1.53679
2 1.53679
3 1.53679
4 1.53679
5 1.53679
6 1.53679
9 1.53679
20 1.53679
30 1.53679
40 1.53679
50 1.53679
55 1.53679
60 1.53679
61 1.53679
62 1.53679
63 1.53679
64 1.53679
65 1.53679
# now the complete profile with fillled values
1 1.53679
2 1.53679
3 1.53679
4 1.53679
5 1.53679
6 1.53679
7 1.53679
8 1.53679
9 1.53679
10 1.53679
11 1.53679
12 1.53679
13 1.53679
14 1.53679
15 1.53679
16 1.53679
17 1.53679
18 1.53679
19 1.53679
20 1.53679
21 1.53679
22 1.53679
23 1.53679
24 1.53679
25 1.53679
26 1.53679
27 1.53679
28 1.53679
29 1.53679
30 1.53679
31 1.53679
32 1.53679
33 1.53679
34 1.53679
35 1.53679
36 1.53679
37 1.53679
38 1.53679
39 1.53679
40 1.53679
41 1.53679
42 1.53679
43 1.53679
44 1.53679
45 1.53679
46 1.53679
47 1.53679
48 1.53679
49 1.53679
50 1.53679
51 1.53679
52 1.53679
53 1.53679
54 1.53679
55 1.53679
56 1.53679
57 1.53679
58 1.53679
59 1.53679
60 1.53679
61 1.53679
62 1.53679
63 1.53679
64 1.53679
65 1.53679
