# index  number of sampling vertical levels i j
790 18 3950 1007
# k value
1 2.32319
2 2.32319
3 2.32318
4 2.32318
5 2.32318
6 2.32319
9 2.32319
20 2.32319
30 2.32319
40 2.32318
50 2.32319
55 2.32319
60 2.32318
61 2.32319
62 2.32319
63 2.32319
64 2.32318
65 2.32318
# now the complete profile with fillled values
1 2.32319
2 2.32319
3 2.32318
4 2.32318
5 2.32318
6 2.32319
7 2.32319
8 2.32319
9 2.32319
10 2.32319
11 2.32319
12 2.32319
13 2.32319
14 2.32319
15 2.32319
16 2.32319
17 2.32319
18 2.32319
19 2.32319
20 2.32319
21 2.32319
22 2.32319
23 2.32319
24 2.32319
25 2.32319
26 2.32319
27 2.32319
28 2.32319
29 2.32319
30 2.32319
31 2.32319
32 2.32319
33 2.32319
34 2.32319
35 2.32319
36 2.32318
37 2.32318
38 2.32318
39 2.32318
40 2.32318
41 2.32318
42 2.32318
43 2.32318
44 2.32318
45 2.32318
46 2.32319
47 2.32319
48 2.32319
49 2.32319
50 2.32319
51 2.32319
52 2.32319
53 2.32319
54 2.32319
55 2.32319
56 2.32319
57 2.32319
58 2.32318
59 2.32318
60 2.32318
61 2.32319
62 2.32319
63 2.32319
64 2.32318
65 2.32318
