# index  number of sampling vertical levels i j
616 18 1 763
# k value
1 2.26246
2 2.26246
3 2.26246
4 2.26246
5 2.26246
6 2.26246
9 2.26246
20 2.26246
30 2.26246
40 2.26246
50 2.26246
55 2.26246
60 2.26246
61 2.26245
62 2.26246
63 2.26245
64 2.26246
65 2.26246
# now the complete profile with fillled values
1 2.26246
2 2.26246
3 2.26246
4 2.26246
5 2.26246
6 2.26246
7 2.26246
8 2.26246
9 2.26246
10 2.26246
11 2.26246
12 2.26246
13 2.26246
14 2.26246
15 2.26246
16 2.26246
17 2.26246
18 2.26246
19 2.26246
20 2.26246
21 2.26246
22 2.26246
23 2.26246
24 2.26246
25 2.26246
26 2.26246
27 2.26246
28 2.26246
29 2.26246
30 2.26246
31 2.26246
32 2.26246
33 2.26246
34 2.26246
35 2.26246
36 2.26246
37 2.26246
38 2.26246
39 2.26246
40 2.26246
41 2.26246
42 2.26246
43 2.26246
44 2.26246
45 2.26246
46 2.26246
47 2.26246
48 2.26246
49 2.26246
50 2.26246
51 2.26246
52 2.26246
53 2.26246
54 2.26246
55 2.26246
56 2.26246
57 2.26246
58 2.26246
59 2.26246
60 2.26246
61 2.26245
62 2.26246
63 2.26245
64 2.26246
65 2.26246
