# index  number of sampling vertical levels i j
34 18 3105 1
# k value
1 1.25836
2 1.25836
3 1.25836
4 1.25836
5 1.25836
6 1.25836
9 1.25836
20 1.25836
30 1.25836
40 1.25836
50 1.25836
55 1.25836
60 1.25836
61 1.25836
62 1.25836
63 1.25836
64 1.25836
65 1.25836
# now the complete profile with fillled values
1 1.25836
2 1.25836
3 1.25836
4 1.25836
5 1.25836
6 1.25836
7 1.25836
8 1.25836
9 1.25836
10 1.25836
11 1.25836
12 1.25836
13 1.25836
14 1.25836
15 1.25836
16 1.25836
17 1.25836
18 1.25836
19 1.25836
20 1.25836
21 1.25836
22 1.25836
23 1.25836
24 1.25836
25 1.25836
26 1.25836
27 1.25836
28 1.25836
29 1.25836
30 1.25836
31 1.25836
32 1.25836
33 1.25836
34 1.25836
35 1.25836
36 1.25836
37 1.25836
38 1.25836
39 1.25836
40 1.25836
41 1.25836
42 1.25836
43 1.25836
44 1.25836
45 1.25836
46 1.25836
47 1.25836
48 1.25836
49 1.25836
50 1.25836
51 1.25836
52 1.25836
53 1.25836
54 1.25836
55 1.25836
56 1.25836
57 1.25836
58 1.25836
59 1.25836
60 1.25836
61 1.25836
62 1.25836
63 1.25836
64 1.25836
65 1.25836
