# index  number of sampling vertical levels i j
1187 18 3950 1704
# k value
1 2.10811
2 2.10811
3 2.10811
4 2.10811
5 2.10811
6 2.10811
9 2.10811
20 2.10811
30 2.10811
40 2.10811
50 2.10811
55 2.10811
60 2.10811
61 2.10811
62 2.10811
63 2.10811
64 2.10811
65 2.10811
# now the complete profile with fillled values
1 2.10811
2 2.10811
3 2.10811
4 2.10811
5 2.10811
6 2.10811
7 2.10811
8 2.10811
9 2.10811
10 2.10811
11 2.10811
12 2.10811
13 2.10811
14 2.10811
15 2.10811
16 2.10811
17 2.10811
18 2.10811
19 2.10811
20 2.10811
21 2.10811
22 2.10811
23 2.10811
24 2.10811
25 2.10811
26 2.10811
27 2.10811
28 2.10811
29 2.10811
30 2.10811
31 2.10811
32 2.10811
33 2.10811
34 2.10811
35 2.10811
36 2.10811
37 2.10811
38 2.10811
39 2.10811
40 2.10811
41 2.10811
42 2.10811
43 2.10811
44 2.10811
45 2.10811
46 2.10811
47 2.10811
48 2.10811
49 2.10811
50 2.10811
51 2.10811
52 2.10811
53 2.10811
54 2.10811
55 2.10811
56 2.10811
57 2.10811
58 2.10811
59 2.10811
60 2.10811
61 2.10811
62 2.10811
63 2.10811
64 2.10811
65 2.10811
