# index  number of sampling vertical levels i j
48 18 397 1
# k value
1 1.27335
2 1.27335
3 1.27334
4 1.27335
5 1.27335
6 1.27334
9 1.27335
20 1.27335
30 1.27334
40 1.27335
50 1.27335
55 1.27334
60 1.27335
61 1.27335
62 1.27335
63 1.27334
64 1.27335
65 1.27334
# now the complete profile with fillled values
1 1.27335
2 1.27335
3 1.27334
4 1.27335
5 1.27335
6 1.27334
7 1.27334
8 1.27335
9 1.27335
10 1.27335
11 1.27335
12 1.27335
13 1.27335
14 1.27335
15 1.27335
16 1.27335
17 1.27335
18 1.27335
19 1.27335
20 1.27335
21 1.27335
22 1.27335
23 1.27335
24 1.27335
25 1.27335
26 1.27335
27 1.27334
28 1.27334
29 1.27334
30 1.27334
31 1.27334
32 1.27334
33 1.27334
34 1.27334
35 1.27334
36 1.27334
37 1.27335
38 1.27335
39 1.27335
40 1.27335
41 1.27335
42 1.27335
43 1.27335
44 1.27335
45 1.27335
46 1.27335
47 1.27335
48 1.27335
49 1.27335
50 1.27335
51 1.27335
52 1.27334
53 1.27334
54 1.27334
55 1.27334
56 1.27334
57 1.27335
58 1.27335
59 1.27335
60 1.27335
61 1.27335
62 1.27335
63 1.27334
64 1.27335
65 1.27334
