# index  number of sampling vertical levels i j
661 18 1 857
# k value
1 2.39451
2 2.39451
3 2.39451
4 2.39451
5 2.39451
6 2.39451
9 2.3945
20 2.39451
30 2.39451
40 2.39451
50 2.39451
55 2.39451
60 2.39451
61 2.39451
62 2.39451
63 2.39451
64 2.39451
65 2.39451
# now the complete profile with fillled values
1 2.39451
2 2.39451
3 2.39451
4 2.39451
5 2.39451
6 2.39451
7 2.39451
8 2.3945
9 2.3945
10 2.3945
11 2.3945
12 2.3945
13 2.3945
14 2.39451
15 2.39451
16 2.39451
17 2.39451
18 2.39451
19 2.39451
20 2.39451
21 2.39451
22 2.39451
23 2.39451
24 2.39451
25 2.39451
26 2.39451
27 2.39451
28 2.39451
29 2.39451
30 2.39451
31 2.39451
32 2.39451
33 2.39451
34 2.39451
35 2.39451
36 2.39451
37 2.39451
38 2.39451
39 2.39451
40 2.39451
41 2.39451
42 2.39451
43 2.39451
44 2.39451
45 2.39451
46 2.39451
47 2.39451
48 2.39451
49 2.39451
50 2.39451
51 2.39451
52 2.39451
53 2.39451
54 2.39451
55 2.39451
56 2.39451
57 2.39451
58 2.39451
59 2.39451
60 2.39451
61 2.39451
62 2.39451
63 2.39451
64 2.39451
65 2.39451
