# index  number of sampling vertical levels i j
1189 18 1 1767
# k value
1 2.45616
2 2.45615
3 2.45616
4 2.45616
5 2.45616
6 2.45616
9 2.45616
20 2.45615
30 2.45616
40 2.45616
50 2.45615
55 2.45616
60 2.45616
61 2.45616
62 2.45616
63 2.45616
64 2.45616
65 2.45616
# now the complete profile with fillled values
1 2.45616
2 2.45615
3 2.45616
4 2.45616
5 2.45616
6 2.45616
7 2.45616
8 2.45616
9 2.45616
10 2.45616
11 2.45616
12 2.45616
13 2.45616
14 2.45616
15 2.45616
16 2.45616
17 2.45615
18 2.45615
19 2.45615
20 2.45615
21 2.45615
22 2.45615
23 2.45615
24 2.45615
25 2.45616
26 2.45616
27 2.45616
28 2.45616
29 2.45616
30 2.45616
31 2.45616
32 2.45616
33 2.45616
34 2.45616
35 2.45616
36 2.45616
37 2.45616
38 2.45616
39 2.45616
40 2.45616
41 2.45616
42 2.45616
43 2.45616
44 2.45616
45 2.45616
46 2.45616
47 2.45616
48 2.45616
49 2.45616
50 2.45615
51 2.45616
52 2.45616
53 2.45616
54 2.45616
55 2.45616
56 2.45616
57 2.45616
58 2.45616
59 2.45616
60 2.45616
61 2.45616
62 2.45616
63 2.45616
64 2.45616
65 2.45616
