# index  number of sampling vertical levels i j
1142 18 3950 1616
# k value
1 1.89239
2 1.8924
3 1.8924
4 1.89239
5 1.89239
6 1.89239
9 1.89239
20 1.89239
30 1.89239
40 1.89239
50 1.89239
55 1.89239
60 1.89239
61 1.89239
62 1.89239
63 1.89239
64 1.89239
65 1.8924
# now the complete profile with fillled values
1 1.89239
2 1.8924
3 1.8924
4 1.89239
5 1.89239
6 1.89239
7 1.89239
8 1.89239
9 1.89239
10 1.89239
11 1.89239
12 1.89239
13 1.89239
14 1.89239
15 1.89239
16 1.89239
17 1.89239
18 1.89239
19 1.89239
20 1.89239
21 1.89239
22 1.89239
23 1.89239
24 1.89239
25 1.89239
26 1.89239
27 1.89239
28 1.89239
29 1.89239
30 1.89239
31 1.89239
32 1.89239
33 1.89239
34 1.89239
35 1.89239
36 1.89239
37 1.89239
38 1.89239
39 1.89239
40 1.89239
41 1.89239
42 1.89239
43 1.89239
44 1.89239
45 1.89239
46 1.89239
47 1.89239
48 1.89239
49 1.89239
50 1.89239
51 1.89239
52 1.89239
53 1.89239
54 1.89239
55 1.89239
56 1.89239
57 1.89239
58 1.89239
59 1.89239
60 1.89239
61 1.89239
62 1.89239
63 1.89239
64 1.89239
65 1.8924
