# index  number of sampling vertical levels i j
440 18 1 467
# k value
1 0.988816
2 0.988815
3 0.988812
4 0.988813
5 0.988813
6 0.988813
9 0.988813
20 0.988813
30 0.988813
40 0.988813
50 0.988813
55 0.988813
60 0.988813
61 0.988813
62 0.988813
63 0.988812
64 0.988813
65 0.988812
# now the complete profile with fillled values
1 0.988816
2 0.988815
3 0.988812
4 0.988813
5 0.988813
6 0.988813
7 0.988813
8 0.988813
9 0.988813
10 0.988813
11 0.988813
12 0.988813
13 0.988813
14 0.988813
15 0.988813
16 0.988813
17 0.988813
18 0.988813
19 0.988813
20 0.988813
21 0.988813
22 0.988813
23 0.988813
24 0.988813
25 0.988813
26 0.988813
27 0.988813
28 0.988813
29 0.988813
30 0.988813
31 0.988813
32 0.988813
33 0.988813
34 0.988813
35 0.988813
36 0.988813
37 0.988813
38 0.988813
39 0.988813
40 0.988813
41 0.988813
42 0.988813
43 0.988813
44 0.988813
45 0.988813
46 0.988813
47 0.988813
48 0.988813
49 0.988813
50 0.988813
51 0.988813
52 0.988813
53 0.988813
54 0.988813
55 0.988813
56 0.988813
57 0.988813
58 0.988813
59 0.988813
60 0.988813
61 0.988813
62 0.988813
63 0.988812
64 0.988813
65 0.988812
